CharacterUpdate,MonsterUpdate,PlayerUpdate,CombatEntityUpdate,MonsterStateMachineUpdate,MonsterStateMachineChangeSuccess,CharacterMoveUpdate,MapMoveEntity,MapUpdatePlayerAfterMove,MapGatherPlayers,MapGatherEntities,PathfinderCall,PathFoundDirect,PathFoundIndirect,PathNotFound[4:34:54 PM] Frame 0013.71 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.38 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0008.03 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.43 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.32 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.42 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.56 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.48 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.71 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.87 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.82 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.43 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.70 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.79 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.02 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.60 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.29 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.30 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.25 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.15 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.57 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.58 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.46 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.60 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.43 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.22 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.74 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.75 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.17 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.72 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.85 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.11 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.62 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.63 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.49 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.41 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.21 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0008.02 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.26 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.89 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.79 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.29 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.34 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.64 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.74 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.40 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.52 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.91 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.17 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.71 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.53 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.19 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.76 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.28 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0007.73 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.40 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:55 PM] Frame 0006.62 ,41021,41021,0,41021,0,0,0,0,0,0,0,0,0,0,0
[4:34:56 PM] Frame 0961.14 ,41021,41021,0,41021,41021,40784,40784,0,0,0,0,46176,37056,3728,5392
[4:34:56 PM] Frame 0114.86 ,41021,41021,0,41021,41021,6,40790,40790,0,0,0,6,6,0,0
[4:34:57 PM] Frame 0106.02 ,41021,41021,0,41021,41021,1208,39584,39583,0,0,0,1,1,0,0
[4:34:57 PM] Frame 0103.02 ,41021,41021,0,41021,41021,2268,37316,37172,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0095.64 ,41021,41021,0,41021,41021,3133,34183,33960,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0024.77 ,41021,41021,0,41021,41021,3779,30404,3817,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.56 ,41021,41021,0,41021,41021,610,29794,120,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.58 ,41021,41021,0,41021,41021,19,29775,104,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0013.49 ,41021,41021,0,41021,41021,25,29750,58,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0024.38 ,41021,41021,0,41021,41021,13,29737,4590,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0025.88 ,41021,41021,0,41021,41021,912,28825,4646,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0030.10 ,41021,41021,0,41021,41021,917,27908,6634,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0030.79 ,41021,41021,0,41021,41021,1390,26518,4784,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0035.64 ,41021,41021,0,41021,41021,954,25564,8665,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0013.24 ,41021,41021,0,41021,41021,473,25091,181,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.79 ,41021,41021,0,41021,41021,20,25071,97,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.39 ,41021,41021,0,41021,41021,2,25069,24,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0015.28 ,41021,41021,0,41021,40791,8,25061,27,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0014.33 ,41021,41021,0,41021,40791,6,25055,5,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.84 ,41021,41021,0,41021,40791,3,25052,28,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.17 ,41021,41021,0,41021,40791,14,25038,24,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0022.14 ,41021,41021,0,41021,40791,9,25029,3597,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.69 ,41021,41021,0,41021,41021,952,24077,157,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0022.12 ,41021,41021,0,41021,40791,22,24055,3398,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0025.93 ,41021,41021,0,41021,40791,892,23163,4840,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0022.47 ,41021,41021,0,41021,40791,1291,21872,3718,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0014.08 ,41021,41021,0,41021,40791,870,21002,490,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0020.73 ,41021,41021,0,41021,41021,68,20934,3101,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0013.79 ,41021,41021,0,41021,40791,790,20144,329,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.73 ,41021,41021,0,41021,40791,39,20105,104,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.69 ,41021,41021,0,41021,40791,15,20090,65,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0013.03 ,41021,41021,0,41021,39584,22,20068,82,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0027.12 ,41021,41021,0,41021,37316,8,20060,4934,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.85 ,41021,41021,0,41021,41021,357,19703,106,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.23 ,41021,41021,0,41021,34183,11,19692,58,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0013.28 ,41021,41021,0,41021,30404,7,19685,1,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0021.01 ,41021,41021,0,41021,29794,0,19685,2579,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0018.42 ,41021,41021,0,41021,29775,879,18806,2514,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0018.00 ,41021,41021,0,41021,29750,826,17980,2466,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0021.89 ,41021,41021,0,41021,41021,758,17222,3398,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0013.85 ,41021,41021,0,41021,29737,1217,16005,459,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.82 ,41021,41021,0,41021,28825,93,15912,183,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0011.82 ,41021,41021,0,41021,27908,40,15872,213,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0019.91 ,41021,41021,0,41021,26518,52,15820,2373,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0013.84 ,41021,41021,0,41021,25564,747,15073,257,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0011.52 ,41021,41021,0,41021,25091,55,15018,82,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.74 ,41021,41021,0,41021,41021,31,14987,170,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0017.13 ,41021,41021,0,41021,25071,14,14973,1931,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.23 ,41021,41021,0,41021,25069,694,14279,139,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0011.47 ,41021,41021,0,41021,25061,13,14266,48,0,0,0,0,0,0,0
[4:34:57 PM] Frame 0012.47 ,41021,41021,0,41021,25055,11,14255,30,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.94 ,41021,41021,0,41021,25052,6,14249,53,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0018.00 ,41021,41021,0,41021,25038,3,14246,2661,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0017.85 ,41021,41021,0,41021,41021,305,13941,1721,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0015.31 ,41021,41021,0,41021,25029,829,13112,1667,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0015.86 ,41021,41021,0,41021,24077,775,12337,1636,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0016.17 ,41021,41021,0,41021,24055,807,11530,2046,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0011.92 ,41021,41021,0,41021,23163,1124,10406,185,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0011.41 ,41021,41021,0,41021,21872,51,10355,175,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0011.20 ,41021,41021,0,41021,21002,39,10316,274,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0013.44 ,41021,41021,0,41021,41021,65,10251,89,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0015.29 ,41021,41021,0,41021,20934,30,10221,1646,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.84 ,41021,41021,0,41021,20144,767,9454,181,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.20 ,41021,41021,0,41021,20105,57,9397,41,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.39 ,41021,41021,0,41021,20090,9,9388,146,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.19 ,41021,41021,0,41021,20068,38,9350,26,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0013.89 ,41021,41021,0,41021,20060,8,9342,1308,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.10 ,41021,41021,0,41021,19703,637,8705,82,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.89 ,41021,41021,0,41021,19692,26,8679,94,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.48 ,41021,41021,0,41021,41021,21,8658,16,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.46 ,41021,41021,0,41021,19685,4,8654,88,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0015.24 ,41021,41021,0,41021,19685,15,8639,1272,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.73 ,41021,41021,0,41021,18806,622,8017,890,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0013.04 ,41021,41021,0,41021,17980,774,7243,864,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.95 ,41021,41021,0,41021,17222,756,6487,29,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.05 ,41021,41021,0,41021,15969,8,6479,813,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0013.52 ,41021,41021,0,41021,15876,716,5763,1235,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0015.06 ,41021,41021,0,41021,41021,289,5474,858,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.05 ,41021,41021,0,41021,15872,727,4747,198,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.62 ,41021,41021,0,41021,15820,90,4657,12,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.83 ,41021,41021,0,41021,15073,1,4656,185,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.22 ,41021,41021,0,41021,15018,73,4583,46,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0011.80 ,41021,41021,0,41021,14987,8,4575,776,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.12 ,41021,41021,0,41021,14973,673,3902,140,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.18 ,41021,41021,0,41021,14279,49,3853,108,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.60 ,41021,41021,0,41021,14266,28,3825,49,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.80 ,41021,41021,0,41021,41021,17,3808,102,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0011.29 ,41021,41021,0,41021,14255,40,3768,101,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0011.26 ,41021,41021,0,41021,14249,28,3740,645,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.05 ,41021,41021,0,41021,14246,576,3164,35,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.99 ,41021,41021,0,41021,13941,8,3156,56,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.91 ,41021,41021,0,41021,13112,15,3141,22,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.10 ,41021,41021,0,41021,12337,6,3135,73,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0011.52 ,41021,41021,0,41021,11530,24,3111,683,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.61 ,41021,41021,0,41021,10406,633,2478,99,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0013.00 ,41021,41021,0,41021,41021,29,2449,35,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.18 ,41021,41021,0,41021,10355,6,2443,103,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.18 ,41021,41021,0,41021,10316,21,2422,23,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.25 ,41021,41021,0,41021,10251,6,2416,88,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0010.27 ,41021,41021,0,41021,10221,24,2392,633,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.59 ,41021,41021,0,41021,9454,591,1801,129,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.22 ,41021,41021,0,41021,9397,39,1762,46,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.74 ,41021,41021,0,41021,9388,19,1743,100,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.12 ,41021,41021,0,41021,9350,25,1718,18,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.52 ,41021,41021,0,41021,9342,9,1709,122,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.20 ,41021,41021,0,41021,41021,40,1669,53,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.15 ,41021,41021,0,41021,8705,18,1651,398,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.32 ,41021,41021,0,41021,8678,299,1352,44,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.58 ,41021,41021,0,41021,8657,8,1344,77,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.88 ,41021,41021,0,41021,8653,23,1321,22,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.57 ,41021,41021,0,41021,8638,7,1314,78,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.12 ,41021,41021,0,41021,8016,26,1288,16,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.05 ,41021,41021,0,41021,7242,3,1285,94,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.14 ,41021,41021,0,41021,6486,28,1257,30,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.22 ,41021,41021,0,41021,6479,8,1249,66,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.12 ,41021,41021,0,41021,41021,16,1233,15,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.79 ,41021,41021,0,41021,5763,5,1228,52,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.31 ,41021,41021,0,41021,5450,20,1208,16,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0009.33 ,41021,41021,0,41021,4722,5,1203,96,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.38 ,41021,41021,0,41021,4632,21,1182,25,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.03 ,41021,41021,0,41021,4631,9,1173,11,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0008.34 ,41021,41021,0,41021,4558,3,1170,80,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.24 ,41021,41021,0,41021,4550,21,1149,19,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.30 ,41021,41021,0,41021,3877,10,1139,66,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.95 ,41021,41021,0,41021,3828,21,1118,95,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.13 ,41021,41021,0,41021,41021,16,1102,77,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.40 ,41021,41021,0,41021,3825,25,1077,45,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.39 ,41021,41021,0,41021,3807,18,1059,53,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.57 ,41021,41021,0,41021,3767,14,1045,19,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.45 ,41021,41021,0,41021,3739,8,1037,59,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.19 ,41021,41021,0,41021,3163,24,1013,45,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.63 ,41021,41021,0,41021,3155,9,1004,86,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.61 ,41021,41021,0,41021,3140,27,977,37,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.97 ,41021,41021,0,41021,3134,13,964,52,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.21 ,41021,41021,0,41021,3111,17,947,36,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0012.24 ,41021,41021,0,41021,41021,9,938,53,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.74 ,41021,41021,0,41021,2478,17,921,58,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.51 ,41021,41021,0,41021,2449,23,898,31,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0006.96 ,41021,41021,0,41021,2443,15,883,23,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.12 ,41021,41021,0,41021,2422,11,872,36,0,0,0,0,0,0,0
[4:34:58 PM] Frame 0007.22 ,41021,41021,0,41021,2416,10,862,11,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0007.79 ,41021,41021,0,41021,2392,2,860,33,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0006.85 ,41021,41021,0,41021,1801,10,850,44,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0007.11 ,41021,41021,0,41021,1762,20,830,62,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0014.45 ,41021,41021,0,41021,41021,20,810,25,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0007.38 ,41021,41021,0,41021,1743,7,803,57,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0006.71 ,41021,41021,0,41021,1718,20,783,8,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0007.20 ,41021,41021,0,41021,1709,5,778,41,0,0,0,0,0,0,0
[4:34:59 PM] Frame 0007.35 ,41021,41021,0,41021,1669,17,761,43,0,0,0,0,0,0,0
